dataset,split,doc_id,file_name,document_type,url,chars,words,approx_tokens,spans_count,annotation_sets_count,annotations_count,empty
contractnli,train,253,Non-Disclosure-Agreement-9-1-2018.pdf,search-pdf,http://www.eica-us.org/wp-content/uploads/2018/10/Non-Disclosure-Agreement-9-1-2018.pdf,6653,1040,1664,41,1,17,False
contractnli,train,254,Non-Disclosure-Agreement_10.pdf,search-pdf,http://pcatechnology.com/wp-content/uploads/2011/11/Non-Disclosure-Agreement.pdf,6621,987,1656,48,1,17,False
contractnli,train,255,Non-Disclosure-Agreement_11.pdf,search-pdf,http://thelifelinecanada.ca/wp-content/uploads/2019/03/Non-Disclosure-Agreement.pdf,11830,1696,2958,76,1,17,False
contractnli,train,256,Non-Disclosure-Agreement_12.pdf,search-pdf,http://www.ccpdt.org/wp-content/uploads/2015/01/Non-Disclosure-Agreement.pdf,8740,1226,2185,59,1,17,False
contractnli,train,257,Non-Disclosure-Agreement_3.pdf,search-pdf,https://kissthismakeup.com/wp-content/uploads/2017/03/Non-Disclosure-Agreement.pdf,9070,1319,2268,100,1,17,False
contractnli,train,258,Non-Disclosure-Agreement_4.pdf,search-pdf,https://kodiak.aero/wp-content/uploads/2017/07/Non-Disclosure-Agreement.pdf,21911,3260,5478,140,1,17,False
contractnli,train,259,Non-Disclosure-Agreement_6.pdf,search-pdf,https://carter-logistics.com/wp-content/uploads/Non-Disclosure-Agreement.pdf,2696,370,674,28,1,17,False
contractnli,train,260,Non-Disclosure-Agreement_ALL_englisch.pdf,search-pdf,http://www.bomatec.com/wp-content/uploads/2017/02/Non-Disclosure-Agreement_ALL_englisch.pdf,6008,886,1502,95,1,17,False
contractnli,train,261,Non-Disclosure-Agreement_PreviewOnly.pdf,search-pdf,http://www.transnetfreightrail.co.za/Website/tender_pdf/Non-Disclosure-Agreement_PreviewOnly.pdf,11920,1843,2980,107,1,17,False
contractnli,train,262,Non-Disclosure_Agreement_oct2009.pdf,search-pdf,http://www.heraldry.ca/database/Non-Disclosure_Agreement_oct2009.pdf,3531,437,883,48,1,17,False
contractnli,train,263,Non-Disclosure_Agreement_one_way_2014.pdf,search-pdf,https://cheminstruments.com/media/wysiwyg/Non-Disclosure_Agreement_one_way_2014.pdf,9250,1402,2313,52,1,17,False
contractnli,train,264,Non-disclosure-Agreement_7.pdf,search-pdf,https://marialassociates.com/wp-content/uploads/2018/05/Non-disclosure-Agreement.pdf,5083,806,1271,44,1,17,False
contractnli,train,265,Non-disclosure-Agreement_9.pdf,search-pdf,https://www.booster-precision.com/files/booster/files/Non-disclosure-Agreement.pdf,6875,1062,1719,50,1,17,False
contractnli,train,267,Non_Disclosure_Agreement_1.pdf,search-pdf,https://udayton.edu/finadmin/_resources/docs/purchasing_and_business_services/documents/Non_Disclosure_Agreement.pdf,9240,1361,2310,69,1,17,False
contractnli,train,268,Non_Disclosure_Agreement_2.pdf,search-pdf,https://www.cwfletcher.co.uk/uploads/cwfletcher_sub/downloads/files/Non_Disclosure_Agreement.pdf,9905,1500,2477,77,1,17,False
contractnli,train,269,Non_Disclosure_Agreement_3.pdf,search-pdf,https://www.mmgrp.co.uk/i/downloads/Non_Disclosure_Agreement.pdf,6107,933,1527,47,1,17,False
contractnli,train,270,Non_Disclosure_Canada_BC.pdf,search-pdf,http://www.cccabc.bc.ca/act/actions/2007/NFS/Non_Disclosure_Canada_BC.pdf,6582,915,1646,51,1,17,False
contractnli,train,271,Non_disclodure_contract.pdf,search-pdf,https://www.ebz-group.com/images/pdf/Downloads_EBZ_Gruppe/Non_disclodure_contract.pdf,6015,934,1504,43,1,17,False
contractnli,train,272,nistmodelndareceiptofproprietaryinformationv20162fillableforwebsitedoc003pdf.pdf,search-pdf,https://www.nist.gov/document/nistmodelndareceiptofproprietaryinformationv20162fillableforwebsitedoc003pdf,5940,860,1485,77,1,17,False
contractnli,train,273,non-disclosure-agreement_1.pdf,search-pdf,https://www.mmc.com/content/dam/mmc-web/Files/non-disclosure-agreement.pdf,27459,4466,6865,195,1,17,False
contractnli,train,274,non-disclosure-agreement_2.pdf,search-pdf,https://www.mtu.edu/research/references/training/docs-new/non-disclosure-agreement.pdf,7912,1163,1978,82,1,17,False
contractnli,train,275,non-disclosure-agreement_5.pdf,search-pdf,https://kennetik.com/non-disclosure-agreement.pdf,10645,1631,2662,76,1,17,False
contractnli,train,276,non-disclosure-agreement_8.pdf,search-pdf,https://d3pbdh1dmixop.cloudfront.net/pdfexpert/img/howto/templates/pdf/non-disclosure-agreement.pdf,6980,946,1745,71,1,17,False
contractnli,train,277,non-disclosure_201302814_english_.pdf,search-pdf,https://buyandsell.gc.ca/cds/public/2013/08/12/b427c8fc1eaa3344755074cd47c213e1/non-disclosure_201302814_english_.pdf,7094,1069,1774,72,1,17,False
contractnli,train,278,non-disclosure_agreement.pdf,search-pdf,http://shanebarr-nwrc.weebly.com/uploads/4/1/5/0/41509027/non-disclosure_agreement.pdf,1862,235,466,25,1,17,False
contractnli,train,279,non-disclosure_agreement_1.pdf,search-pdf,http://www.sdss4seoul.com/uploads/1/1/7/9/117969623/non-disclosure_agreement.pdf,5886,895,1472,50,1,17,False
contractnli,train,280,non-disclosure_confidentiality_agreement.pdf,search-pdf,https://procurement.osce.org/file/213471/download?token=2Xn9tTKl,8430,1231,2108,78,1,17,False
contractnli,train,281,NRSC_2015_NDAForm.pdf,search-pdf,https://www.atis.org/01_committ_forums/nrsc/docs/NRSC_2015_NDAForm.pdf,18053,2739,4514,99,1,17,False
contractnli,train,282,NU%20Confidentiality%20Non-Disclosure%20%20Information%20Security%20Agreement%20Final%20....pdf,search-pdf,https://www.unomaha.edu/human-resources/_documents/Recruitment_Hiring/NU%20Confidentiality%20Non-Disclosure%20%20Information%20Security%20Agreement%20Final%20....pdf,6145,914,1537,37,1,17,False
contractnli,train,283,NUSD-Non-Disclosure-Agreement.pdf,search-pdf,https://natomasunified.org/content/uploads/2017/05/NUSD-Non-Disclosure-Agreement.pdf,11522,1606,2881,90,1,17,False
contractnli,train,284,Non%20Disclosure%20Agreement_1.pdf,search-pdf,https://www.augusta.edu/services/legal/Non%20Disclosure%20Agreement_1.pdf,3501,501,876,36,1,17,False
contractnli,train,285,Non-Disclosure%20Agreement%202015.pdf,search-pdf,http://icoca.ch/sites/default/files/resources/Non-Disclosure%20Agreement%202015.pdf,5587,810,1397,31,1,17,False
contractnli,train,286,Non-Disclosure%20Agreement_3.pdf,search-pdf,http://www.grnind.com/assets/downloads/Non-Disclosure%20Agreement.pdf,10922,1614,2731,76,1,17,False
contractnli,train,287,Non-Disclosure%20Agreement_5.pdf,search-pdf,https://www.openaccess.co.za/BlackAndWhiteInc/Non-Disclosure%20Agreement.pdf,13664,2008,3416,77,1,17,False
contractnli,train,288,Non-Disclosure-Agreement-FORS-Cert-Body.pdf,search-pdf,https://www.fors-online.org.uk/cms/wp-content/uploads/2018/07/Non-Disclosure-Agreement-FORS-Cert-Body.pdf,6518,991,1630,75,1,17,False
contractnli,train,290,Non-Disclosure-Agreement-v1.pdf,search-pdf,https://technaut.co.uk/wp-content/uploads/2017/12/Non-Disclosure-Agreement-v1.pdf,3452,500,863,29,1,17,False
contractnli,train,291,Non-Disclosure-Agreement.pdf,search-pdf,https://www.tompkinscortland.edu/sites/default/files/documents/Non-Disclosure-Agreement.pdf,6546,938,1637,50,1,17,False
contractnli,train,292,Non-Disclosure-NDA-UW-Oshkosh_FINALV2.pdf,search-pdf,https://uwosh.edu/sponsoredprograms/wp-content/uploads/sites/29/2019/05/Non-Disclosure-NDA-UW-Oshkosh_FINALV2.pdf,8040,1228,2010,59,1,17,False
contractnli,train,294,Non-Disclosure-SmartCMS.pdf,search-pdf,https://www.ihis.com.sg/SmartCMS_Programme/Documents/Non-Disclosure-SmartCMS.pdf,24757,3946,6190,188,1,17,False
contractnli,train,295,Non-Disclosure-form.pdf,search-pdf,https://careers.state.gov/wp-content/uploads/2016/02/Non-Disclosure-form.pdf,1480,211,370,18,1,17,False
contractnli,train,297,Non-disclosure%20Agreement_1.pdf,search-pdf,http://cfcanada.fticonsulting.com/Blaze/docs/Non-disclosure%20Agreement.pdf,25341,3940,6336,138,1,17,False
contractnli,train,298,Non-disclosure%20agreement_2.pdf,search-pdf,https://www.microkerf.co.uk/files/Non-disclosure%20agreement.pdf,10039,1504,2510,77,1,17,False
contractnli,train,299,Non-disclosure.pdf,search-pdf,http://rossmoncure.com/documents/Non-disclosure.pdf,3977,548,995,42,1,17,False
contractnli,train,300,NonDisEC12212010.pdf,search-pdf,https://www.rit.edu/fa/procurement/sites/rit.edu.fa.procurement/files/forms/NonDisEC12212010.pdf,9565,1439,2392,68,1,17,False
contractnli,train,302,NonDisclosureAgreement_1.pdf,search-pdf,http://www.domel.com/resources/files/NonDisclosureAgreement.pdf,5253,808,1314,57,1,17,False
contractnli,train,303,NondisclosureAgreement_2.pdf,search-pdf,http://164.100.161.230/sites/default/files/pdf/NondisclosureAgreement.pdf,14774,2200,3694,117,1,17,False
contractnli,train,304,O00216-000899A.pdf,search-pdf,http://cams.ocgov.com/Web_Publisher/Agenda07_26_2016_files/images/O00216-000899A.PDF,12432,1863,3108,115,1,17,False
contractnli,train,305,OMA-TestFest-NDA-2017.pdf,search-pdf,https://www.openmobilealliance.org/tech/OMASpecWorks/OMA-TestFest-NDA-2017.pdf,16687,2408,4172,114,1,17,False
contractnli,train,306,One_way_NDA_EIPRHD_pdf_v1_11.03.2013.pdf,search-pdf,https://www.iprhelpdesk.eu/sites/default/files/newsdocuments/One_way_NDA_EIPRHD_pdf_v1_11.03.2013.pdf,12464,1867,3116,104,1,17,False
contractnli,train,308,non-disclosure-agreement-mutual-generic-blank.pdf,search-pdf,http://www.startupprofessionals.com/linked/non-disclosure-agreement-mutual-generic-blank.pdf,5465,820,1367,34,1,17,False
contractnli,train,309,non-disclosure-agreement-template-netherlands-may-2012.pdf,search-pdf,https://www.warwicklegal.com/files/publicationCategory/non-disclosure-agreement-template-netherlands-may-2012.pdf,12337,1939,3085,80,1,17,False
contractnli,train,311,non-disclosure-agreement-to-public-tender-for-fleet-and-bus-services-f-2854607.pdf,search-pdf,https://resources.fifa.com/image/upload/non-disclosure-agreement-to-public-tender-for-fleet-and-bus-services-f-2854607.pdf?cloudid=wizz7vf3fsjpjcxsd5uv,13103,1913,3276,118,1,17,False
contractnli,train,312,nondisclosure-Engl.pdf,search-pdf,http://emits.esa.int/emits-doc/ESRIN/e_support/nondisclosure-Engl.pdf,10677,1645,2670,109,1,17,False
contractnli,train,313,nondisclosure.pdf,search-pdf,http://www.acbn.org/nondisclosure.pdf,6051,893,1513,47,1,17,False
contractnli,train,314,nondisclosureagreement.pdf,search-pdf,http://rheinindia.com/nondisclosureagreement.pdf,11465,1752,2867,88,1,17,False
contractnli,train,315,oceaneering-non-disclosure-agreement.pdf,search-pdf,https://www.oceaneering.com/datasheets/vendors/oceaneering-non-disclosure-agreement.pdf,5705,829,1427,42,1,17,False
contractnli,train,316,one-way_nda_ji_form.pdf,search-pdf,https://www.janicki.com/wp-content/uploads/2015/03/one-way_nda_ji_form.pdf,9597,1382,2400,56,1,17,False
contractnli,train,317,OOR104E_Non-Disclosure_Agreement-Company.pdf,search-pdf,https://www.concordia.ca/content/dam/concordia/offices/vprgs/docs/OOR104E_Non-Disclosure_Agreement-Company.pdf,19953,2989,4989,146,1,17,False
contractnli,train,318,One-Way-Non-Disclosure-Agreement-EN.pdf,search-pdf,https://www.iprhelpdesk.eu/sites/default/files/newsdocuments/One-Way-Non-Disclosure-Agreement-EN.pdf,12765,1899,3192,107,1,17,False
contractnli,train,319,P27CB13028.pdf,search-pdf,http://www.ttc.ca/TTC_Business/Materials_and_procurement/Ads_PandS/PDF%20Files/P27CB13028.pdf,9761,1505,2441,114,1,17,False
contractnli,train,320,Petrolube_NDA.pdf,search-pdf,https://www.petrolube.com/media/pdf/Petrolube_NDA.pdf,10697,1689,2675,74,1,17,False
contractnli,train,322,Proctor_Agreement.pdf,search-pdf,http://www.opengroup.org/certdocs/Proctor_Agreement.pdf,3633,517,909,39,1,17,False
contractnli,train,323,Project%20LAS%20RFI%20Non-Disclosure%20Agreement.pdf,search-pdf,http://www.cagamas.com.my/sites/default/files/rfi/Project%20LAS%20RFI%20Non-Disclosure%20Agreement.pdf,11071,1675,2768,72,1,17,False
contractnli,train,324,ProtectedData-MMD-NonDisclosureAgreementSubmissionInstructions.pdf,search-pdf,http://www.caiso.com/Documents/ProtectedData-MMD-NonDisclosureAgreementSubmissionInstructions.pdf,8706,1301,2177,87,1,17,False
contractnli,train,325,partner_nda_en.pdf,search-pdf,https://www.compensair.com/documents/General/partner_nda_en.pdf,11957,1800,2990,77,1,17,False
contractnli,train,326,pp%2011%20-%20non-disclosure%20agreement%20mutual.pdf,search-pdf,https://legal.usm.my/v3/phocadownload/pp%2011%20-%20non-disclosure%20agreement%20mutual.pdf,14724,2251,3681,132,1,17,False
contractnli,train,327,PS20131165-Non-DisclosureAgreement.pdf,search-pdf,https://bids.vancouver.ca/bidopp/RFP/documents/PS20131165-Non-DisclosureAgreement.pdf,10074,1575,2519,69,1,17,False
contractnli,train,328,PSGT Agreement NDA New Supplier Non Disclosure Template DC.pdf,search-pdf,https://www.clearygottlieb.com/-/media/organize-archive/cgsh/files/psgt-agreement-nda-new-supplier-non-disclosure-template-dc.pdf,14773,2291,3694,77,1,17,False
contractnli,train,329,QEP-Williston-Form-of-Confidentiality-Agreement-BMO.pdf,search-pdf,https://www.bmoaddeals.com/uploads/QEP-Williston-Form-of-Confidentiality-Agreement-BMO.pdf,22116,3347,5529,134,1,17,False
contractnli,train,330,QSA_NDA.pdf,search-pdf,http://qsocaus.org/downloads/QSA_NDA.pdf,3340,447,835,38,1,17,False
contractnli,train,331,QuickBooks-NDA-template.pdf,search-pdf,http://intuitglobal.intuit.com/delivery/cms/prod/sites/default/www.intuit.com.au/your-best-business/QuickBooks-NDA-template.pdf,8104,1094,2026,79,1,17,False
contractnli,train,332,RFP20171008-RFPPublishingNotice.pdf,search-pdf,http://www.kwsh.org.sg/sites/default/files/doc/Tender/RFP20171008-RFPPublishingNotice.pdf,13941,2154,3486,105,1,17,False
contractnli,train,333,RFP_Telephony-NDA_Attachment-F.pdf,search-pdf,http://www.calbarjournal.com/Portals/0/documents/rfp/RFP_Telephony-NDA_Attachment-F.pdf,4524,691,1131,41,1,17,False
contractnli,train,334,RROI_Confidentiality_Agreement_Final.pdf,search-pdf,https://nbfm.ca/~/media/FinancialMarkets/PDF/RROI_Confidentiality_Agreement_Final.pdf?la=en,23616,3610,5904,143,1,17,False
contractnli,train,335,Roundhouse-Creative-Mutual-NDA.pdf,search-pdf,https://roundhouse.cc/s/Roundhouse-Creative-Mutual-NDA.pdf,6614,978,1654,41,1,17,False
contractnli,train,337,SE_NDCA_and_PRE-QUAL_PACKAGE_March-2016.pdf,search-pdf,http://www.signal-energy.com/pdf/SE_NDCA_and_PRE-QUAL_PACKAGE_March-2016.pdf,14025,2025,3507,101,1,17,False
contractnli,train,338,SINTEC-UK-LTD-Non-disclosure-agreement-2017.pdf,search-pdf,https://sintec.eu.com/wp-content/uploads/sites/7/2018/05/SINTEC-UK-LTD-Non-disclosure-agreement-2017.pdf,7929,1188,1983,71,1,17,False
contractnli,train,339,SMT-R-100-01-NON-DISCLOSURE-AGREEMENT.pdf,search-pdf,http://smtlabs.co.za/wp-content/uploads/2019/01/SMT-R-100-01-NON-DISCLOSURE-AGREEMENT.pdf,2247,309,562,29,1,17,False
contractnli,train,340,SONGS%20RFP%20Confidentiality%20Agreement_201705051754392249.pdf,search-pdf,http://www.anaheim.net/DocumentCenter/View/16396,10669,1580,2668,84,1,17,False
contractnli,train,341,Sample NonDisclosure Agreement.pdf,search-pdf,https://www.cms-lawnow.com/-/media/microsites-media-library/ukraine/ukraine-downloadable-documents/sample-nondisclosure-agreement.pdf?la=en&rev=02aaed66-e786-4322-8474-132b3999bab6&hash=0F2CE72FCB91A3EA9CCFE07C194611CFAA5AAE58,11667,1759,2917,68,1,17,False
contractnli,train,342,Sample%20NDA%202018.pdf,search-pdf,https://uncw.edu/datascience/documents/Sample%20NDA%202018.pdf,9621,1477,2406,58,1,17,False
contractnli,train,343,Section%2013%20Non-Disclosure%20Agreement.pdf,search-pdf,http://www.transnet.co.za/BusinessWithUs/TenderDocuments/iCLM%20HQ%200849/Section%2013%20Non-Disclosure%20Agreement.pdf,12328,1720,3082,122,1,17,False
contractnli,train,344,Sony%20Pictures%20Television%20NDA%20(Executed).pdf,search-pdf,https://wikileaks.org/sony/docs/03_03/Legal_Dept/Corporate%20Legal/Scott%20Shane/Tribune/Sony%20Pictures%20Television%20NDA%20(Executed).pdf,28303,4261,7076,121,1,17,False
contractnli,train,345,Standard%20NDA%20by%20Axial.pdf,search-pdf,https://blawfirm.com/global_pictures/Standard%20NDA%20by%20Axial.pdf,11386,1671,2847,63,1,17,False
contractnli,train,346,Startup_Pack_nondisclosure_agreement.pdf,search-pdf,https://www.dlapiper.com/~/media/Files/Insights/Publications/2015/03/startup_pack_nondisclosure_agreement.pdf,13206,2097,3302,123,1,17,False
contractnli,train,347,SupplementOne-NDA.pdf,search-pdf,https://procure.ohio.gov/RFP/SupplementOne-NDA.pdf,8958,1340,2240,81,1,17,False
contractnli,train,348,Supplier_Non-Disclosure_Agreement.pdf,search-pdf,http://www.ksrint.com/wp-content/uploads/2012/02/Supplier_Non-Disclosure_Agreement.pdf,10958,1654,2740,69,1,17,False
contractnli,train,349,Supplier_Non_Disclosure.pdf,search-pdf,https://www.par.com/files/1113/6657/1154/Supplier_Non_Disclosure.pdf,14073,2078,3519,97,1,17,False
contractnli,train,350,T:\proc_notices\notices_020_k\notice_doc_18628_158011843.pdf,search-pdf,http://procurement-notices.undp.org/view_file.cfm?doc_id=39531,9750,1444,2438,89,1,17,False
contractnli,train,351,TSE-TSE-OK-WHK-Mutual-NDA-Fill-in-Blanks-4-29-2019.pdf,search-pdf,https://www.whkbiosystems.com/wp-content/uploads/2019/04/TSE-TSE-OK-WHK-Mutual-NDA-Fill-in-Blanks-4-29-2019.pdf,11633,1774,2909,84,1,17,False
contractnli,train,352,TabunKitchenInvestments-NDA.pdf,search-pdf,http://tabunkitchen.com/wp-content/uploads/2018/06/TabunKitchenInvestments-NDA.pdf,9887,1497,2472,79,1,17,False
contractnli,train,353,Tazza-CAFFE-Confidentiality-Agreement.pdf,search-pdf,http://tazzacaffe.ca/documents/franchise-documents-en/Tazza-CAFFE-Confidentiality-Agreement.pdf,8467,1221,2117,88,1,17,False
contractnli,train,355,Template-NDA.pdf,search-pdf,https://beckinstitute.org/wp-content/uploads/2019/01/Template-NDA.pdf,20438,3051,5110,102,1,17,False
contractnli,train,356,Third-Party Non-Disclosure Agreement.pdf,search-pdf,https://cms.bsu.edu/-/media/WWW/DepartmentalContent/SecurityServices/Policies%20and%20Procedures%202012/Third-Party%20Non-Disclosure%20Agreement.pdf,8798,1282,2200,51,1,17,False
contractnli,train,358,US-Non-Disclosure-Agreement.pdf,search-pdf,https://www.snapsurveys.com/wp-content/uploads/2018/02/US-Non-Disclosure-Agreement.pdf,6689,1012,1673,53,1,17,False
contractnli,train,359,US_Non-Disclosure_Agreement_v2_2015.pdf,search-pdf,http://www.snapsurveys.com/wp-content/uploads/2015/03/US_Non-Disclosure_Agreement_v2_2015.pdf,8332,1264,2083,55,1,17,False
contractnli,train,360,UT_Universal_NDA_2014_OIE.pdf,search-pdf,https://sites.utexas.edu/moriba/files/2017/04/UT_Universal_NDA_2014_OIE.pdf,11008,1681,2752,75,1,17,False
contractnli,train,362,WEB-NDA-Mutual-Customer-and-Allazo-Electronics-v2.pdf,search-pdf,https://allazoelectronics.com/wp-content/uploads/2017/08/WEB-NDA-Mutual-Customer-and-Allazo-Electronics-v2.pdf,11976,1830,2994,85,1,17,False
contractnli,train,363,WEBSITE%20MNDA.pdf,search-pdf,https://www.haccpcanada.net/WEBSITE%20MNDA.pdf,12165,1825,3042,69,1,17,False
contractnli,train,364,WECC_Confidentiality_Agreement.pdf,search-pdf,https://www.wecc.org/Administrative/WECC_Confidentiality_Agreement.pdf,8644,1295,2161,83,1,17,False
contractnli,train,365,resolution-2012-03-014r.pdf,search-pdf,http://www.urbanaillinois.us/sites/default/files/attachments/resolution-2012-03-014r.pdf,10846,1574,2712,103,1,17,False
contractnli,train,366,resources-non-disclosure-agreement.pdf,search-pdf,https://www.appdeveloperstudio.co.za/resources-non-disclosure-agreement.pdf,6640,989,1660,42,1,17,False
contractnli,train,367,rqnda.pdf,search-pdf,https://my.yrc.com/national/pdf/rqnda.pdf,9143,1392,2286,95,1,17,False
contractnli,train,368,sample-nrel-bilateral-nda-template.pdf,search-pdf,https://www.nrel.gov/workingwithus/assets/pdfs/sample-nrel-bilateral-nda-template.pdf,9268,1362,2317,48,1,17,False
contractnli,train,369,sample_nda.pdf,search-pdf,http://www.lccclaunch.com/uploads/1/0/2/4/102413456/sample_nda.pdf,16240,2411,4060,103,1,17,False
contractnli,train,370,simply-fashion---standard-nda.pdf,search-pdf,http://www.hilcorealestate.com/docs/librariesprovider6/projects-documents/simply-fashion/retail-leases-for-sale/simply-fashion---standard-nda.pdf?sfvrsn=4,12604,1804,3151,64,1,17,False
contractnli,train,371,sm-fm-14-01-rev-1-reciprocal-non-disclosure-agreement.pdf,search-pdf,https://www.curtisswright.com/files/doc_suppliers/ems-division/electro-mechanical-division-emd-cheswick/sm-fm-14-01-rev-1-reciprocal-non-disclosure-agreement.pdf,10073,1465,2519,54,1,17,False
contractnli,train,372,standard_clinical_trial_nda2.pdf,search-pdf,https://orsp.umich.edu/sites/default/files/standard_clinical_trial_nda2.pdf,6034,886,1509,74,1,17,False
contractnli,train,373,standard_nda.pdf,search-pdf,http://www.fabforma.com/assets/admin_default_images/standard_nda.pdf,10784,1663,2696,57,1,17,False
contractnli,train,374,stony_hill_buyer_nda.pdf,search-pdf,http://cdn2.hubspot.net/hub/44760/file-14106665-pdf/docs/stony_hill_buyer_nda.pdf?t=1449861629669,9254,1391,2314,63,1,17,False
contractnli,train,375,thoughtbot-mutual-nda.pdf,search-pdf,https://thoughtbot.com/documents/thoughtbot-mutual-nda.pdf,6111,910,1528,50,1,17,False
contractnli,train,376,tpi-non-disclosure-agreement_1.pdf,search-pdf,http://www.tpicomposites.com/files/doc_downloads/sourcing_and_supply/tpi-non-disclosure-agreement.pdf,11011,1666,2753,58,1,17,False
contractnli,train,377,ttp-nda.pdf,search-pdf,https://www.thettp.org/system/files/non-nda/documents/non-disclosure-agreement/ttp-nda.pdf,6737,1014,1685,58,1,17,False
contractnli,train,378,vmw-certification-conduct-policy.pdf,search-pdf,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/certification/vmw-certification-conduct-policy.pdf,3427,526,857,24,1,17,False
contractnli,train,379,wayne-fueling-systems-mutual-non-disclosure-agreement-final.pdf,search-pdf,https://www-qa.wayne.com/media/1166/wayne-fueling-systems-mutual-non-disclosure-agreement-final.pdf,12886,1970,3222,65,1,17,False
contractnli,train,380,ws-confidentiality-and-non-disclosure-agreement.pdf,search-pdf,http://ceevee.co.za/wp-content/uploads/2014/03/ws-confidentiality-and-non-disclosure-agreement.pdf,11649,1716,2913,85,1,17,False
contractnli,train,382,24104_0000024104-96-000010_document_3.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000024104/000002410496000010/0000024104-96-000010.txt,9168,1455,2292,58,1,17,False
contractnli,train,383,26820_0000936392-03-001111_a92217exv10w5.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000026820/000093639203001111/0000936392-03-001111.txt,15341,2304,3836,96,1,17,False
contractnli,train,384,32251_0000950133-99-003991_document_17.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000032251/000095013399003991/0000950133-99-003991.txt,10270,1540,2568,47,1,17,False
contractnli,train,385,354452_0000950123-99-011178_document_13.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000354452/000095012399011178/0000950123-99-011178.txt,10793,1662,2699,77,1,17,False
contractnli,train,386,356841_0000950109-98-003750_document_2.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000356841/000095010998003750/0000950109-98-003750.txt,4987,739,1247,34,1,17,False
contractnli,train,388,69067_0000927016-00-002123_0010.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000069067/000092701600002123/0000927016-00-002123.txt,8890,1333,2223,63,1,17,False
contractnli,train,390,731947_0000950123-02-007159_y62132e3exv99wdw21.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000731947/000095012302007159/0000950123-02-007159.txt,5628,867,1407,38,1,17,False
contractnli,train,391,736291_0000930661-99-001320_document_3.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000736291/000093066199001320/0000930661-99-001320.txt,18348,2793,4587,162,1,17,False
contractnli,train,393,769592_0000950133-02-003341_w64132exv10w4.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000769592/000095013302003341/0000950133-02-003341.txt,6779,1030,1695,43,1,17,False
contractnli,train,394,770461_0001144204-05-023830_v022988_ex10-6.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000770461/000114420405023830/0001144204-05-023830.txt,13453,2094,3364,76,1,17,False
contractnli,train,396,87814_0000930661-96-001456_document_4.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000087814/000093066196001456/0000930661-96-001456.txt,5437,780,1360,48,1,17,False
contractnli,train,397,87888_0000912057-97-029111_document_6.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000087888/000091205797029111/0000912057-97-029111.txt,14840,2237,3710,110,1,17,False
contractnli,train,399,96238_0000950103-97-000583_document_4.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000096238/000095010397000583/0000950103-97-000583.txt,13913,2214,3479,88,1,17,False
contractnli,train,402,1006459_0000912057-97-027623_document_19.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0001006459/000091205797027623/0000912057-97-027623.txt,3289,477,823,33,1,17,False
contractnli,train,403,770461_0001144204-06-041516_v054278_ex10-7.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000770461/000114420406041516/0001144204-06-041516.txt,14782,2321,3696,81,1,17,False
contractnli,train,404,799485_0000950136-00-001643_0013.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000799485/000095013600001643/0000950136-00-001643.txt,15734,2426,3934,89,1,17,False
contractnli,train,407,816955_0000899243-97-001962_document_4.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000816955/000089924397001962/0000899243-97-001962.txt,15631,2426,3908,92,1,17,False
contractnli,train,409,828957_0000950109-98-001266_document_19.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000828957/000095010998001266/0000950109-98-001266.txt,12222,1913,3056,75,1,17,False
contractnli,train,410,859119_0000950123-98-001418_document_15.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000859119/000095012398001418/0000950123-98-001418.txt,16128,2443,4032,63,1,17,False
contractnli,train,414,897730_0000950136-98-001457_document_7.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000897730/000095013698001457/0000950136-98-001457.txt,7435,1181,1859,48,1,17,False
contractnli,train,415,899240_0000912057-01-007226_a2040095zex-99_9d1.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000899240/000091205701007226/0000912057-01-007226.txt,10997,1721,2750,68,1,17,False
contractnli,train,416,900091_0001047469-97-003029_document_4.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000900091/000104746997003029/0001047469-97-003029.txt,8422,1266,2106,60,1,17,False
contractnli,train,417,912592_0000929624-98-000842_document_20.txt,sec-text,https://www.sec.gov/Archives/edgar/data/0000912592/000092962498000842/0000929624-98-000842.txt,12047,1828,3012,95,1,17,False
