document,non_empty_text_clause_fields,empty_text_clause_fields,non_empty_text_clause_share
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.PDF",11,26,0.2972972972972973
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,9,28,0.24324324324324326
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",11,26,0.2972972972972973
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,3,34,0.08108108108108109
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,13,24,0.35135135135135137
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,12,25,0.32432432432432434
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,8,29,0.21621621621621623
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",7,30,0.1891891891891892
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,8,29,0.21621621621621623
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,9,28,0.24324324324324326
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,13,24,0.35135135135135137
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,6,31,0.16216216216216217
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,4,33,0.10810810810810811
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,6,31,0.16216216216216217
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,14,23,0.3783783783783784
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",5,32,0.13513513513513514
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,6,31,0.16216216216216217
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,11,26,0.2972972972972973
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,14,23,0.3783783783783784
CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,14,23,0.3783783783783784
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF,10,27,0.2702702702702703
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF,13,24,0.35135135135135137
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF,8,29,0.21621621621621623
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,15,22,0.40540540540540543
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,17,20,0.4594594594594595
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,6,31,0.16216216216216217
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,5,32,0.13513513513513514
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,18,19,0.4864864864864865
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,11,26,0.2972972972972973
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF",13,24,0.35135135135135137
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..PDF",1,36,0.02702702702702703
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,9,28,0.24324324324324326
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.PDF,11,26,0.2972972972972973
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,9,28,0.24324324324324326
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF",11,26,0.2972972972972973
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf,2,35,0.05405405405405406
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,12,25,0.32432432432432434
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2.pdf,1,36,0.02702702702702703
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement3.pdf,1,36,0.02702702702702703
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.pdf,4,33,0.10810810810810811
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,19,18,0.5135135135135135
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.pdf,6,31,0.16216216216216217
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2.pdf,1,36,0.02702702702702703
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.PDF,12,25,0.32432432432432434
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.PDF,15,22,0.40540540540540543
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.PDF,12,25,0.32432432432432434
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.PDF",4,33,0.10810810810810811
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",14,23,0.3783783783783784
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.PDF,8,29,0.21621621621621623
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.PDF,9,28,0.24324324324324326
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.PDF,7,30,0.1891891891891892
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,14,23,0.3783783783783784
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.PDF,13,24,0.35135135135135137
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT.PDF,7,30,0.1891891891891892
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.PDF,5,32,0.13513513513513514
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.PDF,16,21,0.43243243243243246
CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement.PDF,4,33,0.10810810810810811
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business.PDF,7,30,0.1891891891891892
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.PDF,9,28,0.24324324324324326
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.PDF,9,28,0.24324324324324326
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",25,12,0.6756756756756757
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF,6,31,0.16216216216216217
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.PDF",11,26,0.2972972972972973
"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC..PDF",11,26,0.2972972972972973
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.PDF,5,32,0.13513513513513514
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.PDF",9,28,0.24324324324324326
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.PDF,10,27,0.2702702702702703
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT.PDF,1,36,0.02702702702702703
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.PDF,5,32,0.13513513513513514
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.PDF",1,36,0.02702702702702703
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.PDF",1,36,0.02702702702702703
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT.PDF",1,36,0.02702702702702703
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement.PDF,4,33,0.10810810810810811
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.PDF",8,29,0.21621621621621623
PLAYAHOTELS&RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).PDF,4,33,0.10810810810810811
ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT.PDF,4,33,0.10810810810810811
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,16,21,0.43243243243243246
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF,17,20,0.4594594594594595
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF,12,25,0.32432432432432434
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.PDF,1,36,0.02702702702702703
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.PDF",9,28,0.24324324324324326
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT.PDF",1,36,0.02702702702702703
"MACY'S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.PDF",1,36,0.02702702702702703
BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT FILING AGREEMENT.PDF,1,36,0.02702702702702703
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.PDF,1,36,0.02702702702702703
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.PDF",1,36,0.02702702702702703
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.PDF",1,36,0.02702702702702703
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.PDF",1,36,0.02702702702702703
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT.PDF,1,36,0.02702702702702703
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT.PDF,11,26,0.2972972972972973
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.PDF,17,20,0.4594594594594595
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.PDF",6,31,0.16216216216216217
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,11,26,0.2972972972972973
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",14,23,0.3783783783783784
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2.pdf,1,36,0.02702702702702703
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3.pdf,1,36,0.02702702702702703
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.pdf,5,32,0.13513513513513514
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.pdf,1,36,0.02702702702702703
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.pdf,2,35,0.05405405405405406
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,24,13,0.6486486486486487
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.pdf,1,36,0.02702702702702703
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.PDF,5,32,0.13513513513513514
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.pdf,2,35,0.05405405405405406
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf,3,34,0.08108108108108109
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.pdf,2,35,0.05405405405405406
WESTERN COPPER - NON-COMPETITION AGREEMENT.PDF,4,33,0.10810810810810811
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",14,23,0.3783783783783784
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF",16,21,0.43243243243243246
"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT.PDF",5,32,0.13513513513513514
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.PDF",7,30,0.1891891891891892
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.PDF,9,28,0.24324324324324326
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.PDF",1,36,0.02702702702702703
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF,7,30,0.1891891891891892
MOELIS&CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.PDF,17,20,0.4594594594594595
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,28,9,0.7567567567567568
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT.PDF",5,32,0.13513513513513514
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT.PDF",2,35,0.05405405405405406
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF",13,24,0.35135135135135137
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF,8,29,0.21621621621621623
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.PDF,2,35,0.05405405405405406
AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT.PDF,8,29,0.21621621621621623
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.PDF,7,30,0.1891891891891892
ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT.PDF,5,32,0.13513513513513514
ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.PDF,7,30,0.1891891891891892
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF,11,26,0.2972972972972973
BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT.PDF,4,33,0.10810810810810811
BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT.PDF,12,25,0.32432432432432434
"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF",7,30,0.1891891891891892
"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT.PDF",6,31,0.16216216216216217
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF,20,17,0.5405405405405406
CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement.PDF,3,34,0.08108108108108109
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF,14,23,0.3783783783783784
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF",7,30,0.1891891891891892
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",18,19,0.4864864864864865
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.PDF,13,24,0.35135135135135137
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.PDF",12,25,0.32432432432432434
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",6,31,0.16216216216216217
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,9,28,0.24324324324324326
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.PDF,10,27,0.2702702702702703
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.PDF",8,29,0.21621621621621623
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF,12,25,0.32432432432432434
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",11,26,0.2972972972972973
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.PDF,4,33,0.10810810810810811
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.PDF,7,30,0.1891891891891892
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.PDF,8,29,0.21621621621621623
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,11,26,0.2972972972972973
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.PDF",16,21,0.43243243243243246
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF,6,31,0.16216216216216217
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF',17,20,0.4594594594594595
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",9,28,0.24324324324324326
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",6,31,0.16216216216216217
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.PDF",5,32,0.13513513513513514
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.PDF,8,29,0.21621621621621623
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",6,31,0.16216216216216217
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",16,21,0.43243243243243246
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.PDF",3,34,0.08108108108108109
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.PDF,15,22,0.40540540540540543
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.PDF,16,21,0.43243243243243246
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",12,25,0.32432432432432434
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.PDF,10,27,0.2702702702702703
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",4,33,0.10810810810810811
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,18,19,0.4864864864864865
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",4,33,0.10810810810810811
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,5,32,0.13513513513513514
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,6,31,0.16216216216216217
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",5,32,0.13513513513513514
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,6,31,0.16216216216216217
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.PDF",1,36,0.02702702702702703
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.PDF",3,34,0.08108108108108109
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,11,26,0.2972972972972973
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.PDF,3,34,0.08108108108108109
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",14,23,0.3783783783783784
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF",13,24,0.35135135135135137
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF",11,26,0.2972972972972973
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",10,27,0.2702702702702703
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF",8,29,0.21621621621621623
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,7,30,0.1891891891891892
MSCIINC_02_28_2008-EX-10.10-.PDF,5,32,0.13513513513513514
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF",11,26,0.2972972972972973
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.PDF,3,34,0.08108108108108109
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,11,26,0.2972972972972973
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,14,23,0.3783783783783784
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,9,28,0.24324324324324326
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,11,26,0.2972972972972973
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,17,20,0.4594594594594595
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",12,25,0.32432432432432434
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,17,20,0.4594594594594595
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,16,21,0.43243243243243246
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",11,26,0.2972972972972973
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,10,27,0.2702702702702703
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,15,22,0.40540540540540543
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,12,25,0.32432432432432434
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,17,20,0.4594594594594595
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",8,29,0.21621621621621623
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",14,23,0.3783783783783784
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,10,27,0.2702702702702703
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,11,26,0.2972972972972973
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,9,28,0.24324324324324326
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,9,28,0.24324324324324326
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,13,24,0.35135135135135137
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,7,30,0.1891891891891892
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.PDF",5,32,0.13513513513513514
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.PDF,3,34,0.08108108108108109
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.PDF,12,25,0.32432432432432434
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.PDF,8,29,0.21621621621621623
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,11,26,0.2972972972972973
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF,15,22,0.40540540540540543
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF",19,18,0.5135135135135135
Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF,17,20,0.4594594594594595
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.PDF,5,32,0.13513513513513514
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.PDF,9,28,0.24324324324324326
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,16,21,0.43243243243243246
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.PDF",14,23,0.3783783783783784
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,17,20,0.4594594594594595
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF",25,12,0.6756756756756757
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,21,16,0.5675675675675675
